,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,genre,speaker/artist,gender,corpus_type
0,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/USD23A.wav,USD23A,English-US,,1,1587600,44.1,36,0.2680272108843537,36,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/USD23A_MS2024.mat,infant-directed,USD23,,music
1,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/MEN01A.wav,MEN01A,Mentawai,,1,352800,44.1,8,0.2679138321995465,8,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/MEN01A_MS2024.mat,infant-directed,MEN01,M,music
2,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR10A.wav,TOR10A,English-Canada,,1,1234800,44.1,28,0.008798185941043,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR10A_MS2024.mat,infant-directed,TOR10,,music
3,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/MEN07C.wav,MEN07C,Mentawai,,1,529200,44.1,12,0.1975056689342403,12,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/MEN07C_MS2024.mat,adult-directed,MEN07,M,music
4,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/USD25C.wav,USD25C,English-US,,1,1234800,44.1,28,0.2312698412698412,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/USD25C_MS2024.mat,adult-directed,USD25,,music
5,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/BEJ08A.wav,BEJ08A,Mandarin-China,,1,705600,44.1,16,0.6619047619047619,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/BEJ08A_MS2024.mat,infant-directed,BEJ08,F,music
6,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL19C.wav,WEL19C,English-NZ,,1,1764000,44.1,40,0.0630385487528344,40,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL19C_MS2024.mat,adult-directed,WEL19,,music
7,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR16C.wav,TOR16C,English-Canada,,1,705600,44.1,16,0.0520408163265306,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR16C_MS2024.mat,adult-directed,TOR16,,music
8,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL47C.wav,WEL47C,English-NZ,,1,1058400,44.1,24,0.3439455782312925,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL47C_MS2024.mat,adult-directed,WEL47,,music
9,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR48C.wav,TOR48C,English-Canada,,1,1411200,44.1,32,0.0082539682539682,32,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR48C_MS2024.mat,adult-directed,TOR48,,music
10,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL31A.wav,WEL31A,English-NZ,,1,1587600,44.1,36,0.163718820861678,36,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL31A_MS2024.mat,infant-directed,WEL31,F,music
11,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TSI07C.wav,TSI07C,Tsimane,,1,705600,44.1,16,0.2345124716553288,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TSI07C_MS2024.mat,adult-directed,TSI07,,music
12,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/BEJ20C.wav,BEJ20C,Mandarin-China,,1,1411200,44.1,32,0.6311111111111111,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/BEJ20C_MS2024.mat,adult-directed,BEJ20,F,music
13,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOP01C.wav,TOP01C,Toposa,,1,705600,44.1,16,0.089047619047619,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOP01C_MS2024.mat,adult-directed,TOP01,F,music
14,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/KRA02A.wav,KRA02A,Polish,,1,1764000,44.1,40,0.3562131519274376,40,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/KRA02A_MS2024.mat,infant-directed,KRA02,F,music
15,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/QUE18C.wav,QUE18C,Spanish,,1,529200,44.1,12,0.1504308390022675,12,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/QUE18C_MS2024.mat,adult-directed,QUE18,F,music
16,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/LIM07C.wav,LIM07C,Polish,,1,1058400,44.1,24,0.6822448979591836,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/LIM07C_MS2024.mat,adult-directed,LIM07,F,music
17,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/VAN11A.wav,VAN11A,Bislama,,1,1058400,44.1,24,0.079297052154195,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/VAN11A_MS2024.mat,infant-directed,VAN11,M,music
18,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/ARA10A.wav,ARA10A,English-Creole,,1,705600,44.1,16,0.2854648526077097,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/ARA10A_MS2024.mat,infant-directed,ARA10,F,music
19,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL37C.wav,WEL37C,English-NZ,,1,1234800,44.1,28,0.171360544217687,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL37C_MS2024.mat,adult-directed,WEL37,,music
20,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TSI01A.wav,TSI01A,Tsimane,,1,529200,44.1,12,0.5923356009070295,12,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TSI01A_MS2024.mat,infant-directed,TSI01,,music
21,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/MES06C.wav,MES06C,Spanish,,1,352800,44.1,8,0.0021315192743764,8,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/MES06C_MS2024.mat,adult-directed,MES06,F,music
22,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL41A.wav,WEL41A,English-NZ,,1,1234800,44.1,28,0.0824263038548752,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL41A_MS2024.mat,infant-directed,WEL41,,music
23,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR38C.wav,TOR38C,English-Canada,,1,705600,44.1,16,0.0434240362811791,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR38C_MS2024.mat,adult-directed,TOR38,,music
24,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOP07A.wav,TOP07A,Toposa,,1,1411200,44.1,32,0.0183900226757369,32,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOP07A_MS2024.mat,infant-directed,TOP07,F,music
25,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/BEJ26A.wav,BEJ26A,Mandarin-China,,1,705600,44.1,16,0.2004308390022675,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/BEJ26A_MS2024.mat,infant-directed,BEJ26,F,music
26,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/JEN18A.wav,JEN18A,Kannada,,1,1411200,44.1,32,0.0830385487528344,32,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/JEN18A_MS2024.mat,infant-directed,JEN18,,music
27,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/KRA04C.wav,KRA04C,Polish,,1,1234800,44.1,28,0.1062358276643991,28,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/KRA04C_MS2024.mat,adult-directed,KRA04,F,music
28,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/VAN17C.wav,VAN17C,Bislama,,1,1587600,44.1,36,0.0271201814058956,36,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/VAN17C_MS2024.mat,adult-directed,VAN17,F,music
29,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/LIM01A.wav,LIM01A,Polish,,1,1411200,44.1,32,0.1977777777777777,32,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/LIM01A_MS2024.mat,infant-directed,LIM01,F,music
30,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/MBE03C.wav,MBE03C,Mbendjele,,1,1764000,44.1,40,0.4538095238095238,40,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/MBE03C_MS2024.mat,adult-directed,MBE03,F,music
31,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/USD17C.wav,USD17C,English-US,,1,1764000,44.1,40,0.3245578231292517,40,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/USD17C_MS2024.mat,adult-directed,USD17,F,music
32,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/JEN04A.wav,JEN04A,Kannada,,1,882000,44.1,20,0.1726077097505668,20,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/JEN04A_MS2024.mat,infant-directed,JEN04,,music
33,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/NYA05C.wav,NYA05C,Nyangatom,,1,1058400,44.1,24,0.4030839002267574,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/NYA05C_MS2024.mat,adult-directed,NYA05,F,music
34,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR24C.wav,TOR24C,English-Canada,,1,882000,44.1,20,0.0046031746031746,20,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR24C_MS2024.mat,adult-directed,TOR24,F,music
35,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/USD11A.wav,USD11A,English-US,,1,705600,44.1,16,0.0729478458049886,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/USD11A_MS2024.mat,infant-directed,USD11,,music
36,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/MBE05A.wav,MBE05A,Mbendjele,,1,1058400,44.1,24,0.1336961451247165,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/MBE05A_MS2024.mat,infant-directed,MBE05,F,music
37,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/JEN02C.wav,JEN02C,Kannada,,1,705600,44.1,16,0.6802267573696145,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/JEN02C_MS2024.mat,adult-directed,JEN02,,music
38,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/NYA03A.wav,NYA03A,Nyangatom,,1,3175200,44.1,72,0.9167573696145124,56,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/NYA03A_MS2024.mat,infant-directed,NYA03,F,music
39,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/SPA10C.wav,SPA10C,Quechua/Achuar,,1,1764000,44.1,40,0.0095918367346938,40,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/SPA10C_MS2024.mat,adult-directed,SPA10,F,music
40,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TOR22A.wav,TOR22A,English-Canada,,1,882000,44.1,20,0.0040362811791383,20,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TOR22A_MS2024.mat,infant-directed,TOR22,,music
41,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/WEL05C.wav,WEL05C,English-NZ,,1,705600,44.1,16,0.1040136054421768,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/WEL05C_MS2024.mat,adult-directed,WEL05,F,music
42,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/BEJ14A.wav,BEJ14A,Mandarin-China,,1,705600,44.1,16,0.0842176870748299,16,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/BEJ14A_MS2024.mat,infant-directed,BEJ14,F,music
43,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/TUR07A.wav,TUR07A,Finnish/Swedish,,1,1058400,44.1,24,0.2482993197278911,24,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/TUR07A_MS2024.mat,infant-directed,TUR07,,music
44,data/musicCorp/HiltonMoser2022_song/IDS-corpus-raw_AC/ACO02A.wav,ACO02A,Spanish,,1,352800,44.1,8,0.0634013605442176,8,HiltonMoser2022_song,STM_output/MATs/music_mat_wl4_HiltonMoser2022_song/ACO02A_MS2024.mat,infant-directed,ACO02,M,music
