,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,corpus_type
0,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_58924.mp3,common_voice_en_58924,English-mixed,1,1,192000,48.0,4,0.8024166666666667,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_58924_MS2024.mat,f5535d8894fde26e853f611107d08112c9da78bdd2ac2d40c52e9cc8052ba06d695952912945855e0c345aa01c51b23ca16d7b8f3e72424c4545f72790fc9546,male,speech
1,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_19751185.mp3,common_voice_en_19751185,English-mixed,1,1,192000,48.0,4,0.7920416666666666,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_19751185_MS2024.mat,012be7230261275fba9a5d697f81ad130bb5b8abb695e44a3133bea4ec33d08d49b0d6650c7f89613039a23e4f955e2c3ce413f3ddf54f679e7789f0ff2ac8f3,,speech
2,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_20993374.mp3,common_voice_en_20993374,English-mixed,1,1,192000,48.0,4,0.9498541666666668,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_20993374_MS2024.mat,3b546cceec00cad220f1707e6f98c2f5d5a8ab447762cfbb9515996e30207b3d2b50fea861985b837734c85fa522e528bf49257a8434e70ed2bb752e0d131751,,speech
3,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_101987.mp3,common_voice_en_101987,English-mixed,1,1,384000,48.0,8,0.0310416666666666,8,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_101987_MS2024.mat,0e8f451a84ac6b0791c67db09a0969d0dd5a72088d6ae580012a6db64bb068659d825e4b184bf748850eb8b9edae7a86579ee0224281c742bb40d65e2d65f5de,,speech
4,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_24258706.mp3,common_voice_en_24258706,English-mixed,1,1,128000,32.0,4,0.43740625,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_24258706_MS2024.mat,fa4fff8736b1b6aa7aec11e6092d44bbbee25eb827c102bd46904eab94d1efbbba12afa1e5c6acc52af8c5e329ee1f135ee38411a764704428ed27cbad07fa42,,speech
5,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_171086.mp3,common_voice_en_171086,English-mixed,1,1,192000,48.0,4,0.4579583333333333,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_171086_MS2024.mat,1c0d3a37d6012ae4b912c5d424621d41aa485f73d790a624e1fb4eedbd47b592efeabbdc853c8c86d3c39f7e5094495c757da9deb588bf86b832cc23c9aeb0b9,male,speech
6,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_25162866.mp3,common_voice_en_25162866,English-mixed,1,1,128000,32.0,4,0.48371875,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_25162866_MS2024.mat,112992b46eac787690d2b7c759bd160f89800d438f3a21751d27516dbf55c5148d2170ed9bf35b61ccb6fdc190da18a98584f9c7141531a74972a8f8a0fd5941,,speech
7,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_25691026.mp3,common_voice_en_25691026,English-mixed,1,1,128000,32.0,4,0.586,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_25691026_MS2024.mat,73683739bc253b0342cb279cd33ca55246db5f5c2470634d08adeacf7ea12a1ad9cf095e360f7823402ed3f35c518fda3af70dae87772a32a8559f30f8a419dc,male,speech
8,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_29174105.mp3,common_voice_en_29174105,English-mixed,1,1,128000,32.0,4,0.5200625,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_29174105_MS2024.mat,c4e56e77e5dc7fd2527eb50fe6c6a8e9353a0ac0589b403726cb653b1b920738b0ebf4273b1d81e7280c8e51ec23cd068863af2a4f6cd54c9279e0d9c7ade4a4,male,speech
9,data/speechCorp/MozillaCommonVoice/en/clips/common_voice_en_19714927.mp3,common_voice_en_19714927,English-mixed,1,1,192000,48.0,4,0.5178333333333334,4,MozillaCommonVoice/en,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/en/common_voice_en_19714927_MS2024.mat,4a7702cf36e58afde496f8a33ff78fc0aa00c8e720aad85aa2d512d3c71443fbacd8b78c8a7414a5c2c0b817c597fbfd8a6132095bb4eac40c13c881b209ebbd,,speech
