,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,corpus_type
0,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25280353.mp3,common_voice_ta_25280353,Tamil,1,1,128000,32.0,4,0.587375,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25280353_MS2024.mat,b85e0c9ae3d43b73fa66b1bff0f042a0498a6210f9bc87ddd64a57fcfe3f8b675bc3bd469d23f740e31426ee476e23610818e416d693b92e2784ec67b6d5db95,,speech
1,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25353655.mp3,common_voice_ta_25353655,Tamil,1,1,256000,32.0,8,0.54828125,8,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25353655_MS2024.mat,b85e0c9ae3d43b73fa66b1bff0f042a0498a6210f9bc87ddd64a57fcfe3f8b675bc3bd469d23f740e31426ee476e23610818e416d693b92e2784ec67b6d5db95,,speech
2,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_26547704.mp3,common_voice_ta_26547704,Tamil,1,1,128000,32.0,4,0.59990625,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_26547704_MS2024.mat,8d4a6fc72987b9f008d22caadeb11bf361f2cdcbacaebd528a7bc4bbf2243d8ca440682fbb7cca6a84673fbc23436546bb5005df8857bbd0263f636cfcf90148,female,speech
3,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25756572.mp3,common_voice_ta_25756572,Tamil,1,1,128000,32.0,4,0.575,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25756572_MS2024.mat,b85e0c9ae3d43b73fa66b1bff0f042a0498a6210f9bc87ddd64a57fcfe3f8b675bc3bd469d23f740e31426ee476e23610818e416d693b92e2784ec67b6d5db95,,speech
4,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25377771.mp3,common_voice_ta_25377771,Tamil,1,1,128000,32.0,4,0.630625,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25377771_MS2024.mat,b85e0c9ae3d43b73fa66b1bff0f042a0498a6210f9bc87ddd64a57fcfe3f8b675bc3bd469d23f740e31426ee476e23610818e416d693b92e2784ec67b6d5db95,,speech
5,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_27252264.mp3,common_voice_ta_27252264,Tamil,1,1,128000,32.0,4,0.21615625,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_27252264_MS2024.mat,b1aa2f1a3057e45f4e368d88366133fcc8c7097afc22a2869160d75698c12c3488a2a6320a0b3d683ba1b87133377656237a4e10928d1d3869e2b9bf2509aa4e,female,speech
6,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25437067.mp3,common_voice_ta_25437067,Tamil,1,1,128000,32.0,4,0.4131875,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25437067_MS2024.mat,90ddc67784fb8569ee19c18b6d13e9bbd7d5e410adafa5cafcfafde33fb31e7441bfc041ac2879b20ecabc633996b2875d512dd4579cd6db4e2f710142957728,male,speech
7,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_25238897.mp3,common_voice_ta_25238897,Tamil,1,1,256000,32.0,8,0.5711875,8,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_25238897_MS2024.mat,b85e0c9ae3d43b73fa66b1bff0f042a0498a6210f9bc87ddd64a57fcfe3f8b675bc3bd469d23f740e31426ee476e23610818e416d693b92e2784ec67b6d5db95,,speech
8,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_26345453.mp3,common_voice_ta_26345453,Tamil,1,1,256000,32.0,8,0.38309375,8,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_26345453_MS2024.mat,0bab2352bfba7dcccbbd90dac1a586856db3b194f09dcc62c9650aef43c11bfeb46899cff630155c11ec5ddb97daecada4a526b543f8d5b3a38764429e570b2b,,speech
9,data/speechCorp/MozillaCommonVoice/ta/clips/common_voice_ta_19820026.mp3,common_voice_ta_19820026,Tamil,1,1,192000,48.0,4,0.9672916666666668,4,MozillaCommonVoice/ta,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ta/common_voice_ta_19820026_MS2024.mat,f50f2fa05fc72bd382d67e4509acae71cbcc93e1c0d249b2559637fc05f94c139a0b81df63abc43ead58ae97fc5d32a67f70f7e99d8563376c5503158a5b43c5,male,speech
