,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender
0,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_33144307.mp3,common_voice_ca_33144307,Catalan,1,1,128000,32.0,4,0.7195625,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_33144307_MS2024.mat,f787f9dff8e4d0b414490cf825a7e70ddec1fc5ddeac5148b9510cf5b5501284970060985ee54bc3773da62b9c99667eb7d45901d46c2b654e7f56ca2b5123cf,
1,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_37284445.mp3,common_voice_ca_37284445,Catalan,1,1,128000,32.0,4,0.9170625,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_37284445_MS2024.mat,61004a8c5dc729d744de85903267ce3094d7eeaed24640932673503b04e76acb85320982a037dd92c23731472bd4578ec87cf9a1f8a76f4cfae3a5540e0fd282,female
2,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_22336358.mp3,common_voice_ca_22336358,Catalan,1,1,192000,48.0,4,0.8620833333333333,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_22336358_MS2024.mat,b1a0cbb91459433ff6de32b189783a734c2ada4c04d7dd164de449ce79c749d382aff10aa9ed7b4449af3390da51585123ef88719ecf7cfea9c24223023a23dd,male
3,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_36290261.mp3,common_voice_ca_36290261,Catalan,1,1,128000,32.0,4,0.468,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_36290261_MS2024.mat,e12788c4f7489a989b5df922f4f92583fb50fad47cdf7248601f89cf9e35523587b2389d594c69a5fff5e3900fe9f37fa216d37cc858c20b820acd6be8f2b1dc,male
4,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_30483398.mp3,common_voice_ca_30483398,Catalan,1,1,128000,32.0,4,0.75959375,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_30483398_MS2024.mat,bfe8d96ce71f9cce7bd16b5282041c66773405f1a11f4f0c8d3b6e81646f262bdac0cb3ee8f54e13175ba9ed7da38407e8a9aeff20972271f0c62c0b19f8b644,male
5,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_22740136.mp3,common_voice_ca_22740136,Catalan,1,1,192000,48.0,4,0.7110833333333333,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_22740136_MS2024.mat,bfe8d96ce71f9cce7bd16b5282041c66773405f1a11f4f0c8d3b6e81646f262bdac0cb3ee8f54e13175ba9ed7da38407e8a9aeff20972271f0c62c0b19f8b644,male
6,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_31963853.mp3,common_voice_ca_31963853,Catalan,1,1,128000,32.0,4,0.92234375,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_31963853_MS2024.mat,e37d85b60af58cc03e9b36e09dee5e8308368f44f91b28455e7f645a13fe29902e7f7d594ccb600e02caf4202a05d15477d4ea5191c7b97038ea06d73ce93c33,male
7,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_24539981.mp3,common_voice_ca_24539981,Catalan,1,1,128000,32.0,4,0.85009375,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_24539981_MS2024.mat,92a15e2cbd0c89fbce36b05e3b282255097bb5492fc11f0d2b0a08c4311621a41ec35df201de51523b62189a3b44bb3eb1cbdf64e80f4a543d0d9f9a99f9bd3f,male
8,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_23901866.mp3,common_voice_ca_23901866,Catalan,1,1,192000,48.0,4,0.5214791666666667,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_23901866_MS2024.mat,b04a1d5062f2921f39074e4f5c00675269195834a0a9c0bcce10b1427bf8a6499bdd7d8c6717f220aa4ec9f590bb04b290673018528a60dd819ce9798b0a33b4,male
9,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_23908853.mp3,common_voice_ca_23908853,Catalan,1,1,192000,48.0,4,0.5717291666666666,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_23908853_MS2024.mat,85c9e13ccfc0d67de10281b04257d8ac0c256d2f9415e54148fb59954c0d43f66d3cbea43ea6389f8407a8bda8b1b1becd30e41dfbb3dd9bebbe69816d096fa9,male
10,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_20857608.mp3,common_voice_ca_20857608,Catalan,1,1,192000,48.0,4,0.7216666666666667,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_20857608_MS2024.mat,e751d2f83310990aedc7392b54f827afac1873e9f8861e625814a8d1d15776160864742d557796d07a612479b2886287b417273cc9f7718889216c2ec3b3b7ed,male
11,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_34976034.mp3,common_voice_ca_34976034,Catalan,1,1,256000,32.0,8,0.50578125,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_34976034_MS2024.mat,be915edb40ab82d6d209db3d60143505ce2eb9dd55c1d1c76adc03c26d2ede0ae737313db4395b40c61a8e72161ab660fa115a87a02027fb9933fd5b315405c0,male
12,data/speechCorp/MozillaCommonVoice/ca/clips/common_voice_ca_31184359.mp3,common_voice_ca_31184359,Catalan,1,1,128000,32.0,4,0.84421875,4,MozillaCommonVoice/ca,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/ca/common_voice_ca_31184359_MS2024.mat,89a4a247ecad274cbe892d93cc7aae2819f0649a6d69e2fcf3b3322a48976f9bd75dfaf38583c8b9369636bef774fe910153ba68bc17e988e5d04812b1d21d0e,other
