,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,corpus_type
0,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39278231.mp3,common_voice_hy-AM_39278231,Armenian,1,1,256000,32,8,0.82053125,8,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39278231_MS2024.mat,e555607d73f6c90badbad8a8534b587e087518ad0843dcb7ca2579be2cf7de42ce08f7d1f299ac80eab1e4ab1d6614ee4d65e269be7686e22396b978cd5671c6,female,speech
1,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39453274.mp3,common_voice_hy-AM_39453274,Armenian,1,1,128000,32,4,0.40275,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39453274_MS2024.mat,849c52391aa9752bf71082f5fab57f62cce594c47f8fc6e166917ce8ad7fdf5a686f1e65d31a3c43aec5f521c5fc7590e3622f08b50536cdd6836ab55b896d74,female,speech
2,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39514457.mp3,common_voice_hy-AM_39514457,Armenian,1,1,128000,32,4,0.34078125,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39514457_MS2024.mat,c92dc8928c8bc36adc25411dc06fb4e43ea0335b6eee135401fade138db0593cb86a90a1522efb4f5ced36c08fa1a7979dc4829e31d2d5b227b17f573674955d,,speech
3,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_31106050.mp3,common_voice_hy-AM_31106050,Armenian,1,1,128000,32,4,0.5870625,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_31106050_MS2024.mat,fa5ad8e3d1231587c98cc55cc817927ab5a310f4d4a23edaf82c05cedd148d87e36dcdb0ae38652b810199f88579f7ddc5f3e6bda2e04f6d81fde4660353bdc1,,speech
4,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_26483865.mp3,common_voice_hy-AM_26483865,Armenian,1,1,256000,32,8,0.57315625,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_26483865_MS2024.mat,93fa435db2b9e077af647c9f846d8b6031bcb1f6cd731e894a835e70a0ab4aec1faffce01c882bdcdcb854b98b601c83a1c412bae8e5ee411556f0e2f88c1c5c,male,speech
5,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39296068.mp3,common_voice_hy-AM_39296068,Armenian,1,1,128000,32,4,0.3805625,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39296068_MS2024.mat,acd63a7f7a57557f1329a44ab570a846f2030b5b8bba3295156ad4919da391dc8106c31653604e2fac4932bc5e1908d274c8a044f2377190a640792480807e03,female,speech
6,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39278553.mp3,common_voice_hy-AM_39278553,Armenian,1,1,256000,32,8,0.897375,8,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39278553_MS2024.mat,e555607d73f6c90badbad8a8534b587e087518ad0843dcb7ca2579be2cf7de42ce08f7d1f299ac80eab1e4ab1d6614ee4d65e269be7686e22396b978cd5671c6,female,speech
7,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39446961.mp3,common_voice_hy-AM_39446961,Armenian,1,1,128000,32,4,0.36665625,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39446961_MS2024.mat,849c52391aa9752bf71082f5fab57f62cce594c47f8fc6e166917ce8ad7fdf5a686f1e65d31a3c43aec5f521c5fc7590e3622f08b50536cdd6836ab55b896d74,female,speech
8,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39465711.mp3,common_voice_hy-AM_39465711,Armenian,1,1,128000,32,4,0.386,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39465711_MS2024.mat,3369eef6dfd43e57d316a6b25dde31dc9fc6588910ca540927c2fe041b6ba06ff1b6f0627070b9ae88a8db87100c0238201ac33d2db65a7ce9d79cb9101ffd21,female,speech
9,data/speechCorp/MozillaCommonVoice/hy-AM/clips/common_voice_hy-AM_39428114.mp3,common_voice_hy-AM_39428114,Armenian,1,1,128000,32,4,0.528,4,MozillaCommonVoice/hy-AM,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/hy-AM/common_voice_hy-AM_39428114_MS2024.mat,9a08bd28a3fbc1998279690cceaa718620987fcb4b161b4600e7b66bf522fe6fb2da05d60ecad33bda3251544ee2137fb1e1f16f8d360fa9fa64777e652cefd9,female,speech
