,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,corpus_type,mat_filename,genre,speaker/artist,gender
0,data/musicCorp/ismir04_genre/audio/training/rock/grayson_wray/picasso's_dream/14-you_got_something.mp3,14-you_got_something,,,1,5292000,44.1,120,0.27666666666666667,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/14-you_got_something_MS2024.mat,rock_pop,grayson_wray,
1,data/musicCorp/ismir04_genre/audio/training/classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/17-the_orange_rogue_(trad._arr._r.mp3,17-the_orange_rogue_(trad._arr._r,,,1,5292000,44.1,120,0.21585034013605442,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/17-the_orange_rogue_(trad._arr._r_MS2024.mat,classical,doc_rossi,
2,data/musicCorp/ismir04_genre/audio/training/world/shiva_in_exile/ethnic/9-hollow_earth.mp3,9-hollow_earth,,,1,5292000,44.1,120,0.2792063492063492,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-hollow_earth_MS2024.mat,world,shiva_in_exile,
3,data/musicCorp/ismir04_genre/audio/evaluation/world/michael_masley/cymbalennium/14-table_of_the_sun.mp3,14-table_of_the_sun,,,1,5292000,44.1,120,0.2030612244897959,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/14-table_of_the_sun_MS2024.mat,world,michael_masley,
4,data/musicCorp/ismir04_genre/audio/training/classical/jacob_heringman/the_art_of_the_lute_player/26-fantasia_que_contrahaze_la_har.mp3,26-fantasia_que_contrahaze_la_har,,,1,5292000,44.1,120,0.6039229024943311,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/26-fantasia_que_contrahaze_la_har_MS2024.mat,classical,jacob_heringman,
5,data/musicCorp/ismir04_genre/audio/evaluation/classical/serenissima/per_monsieur_pisendel/1-vivaldi_suonata_a_solo_facto_per_monsieur_pisendel_rv6.mp3,1-vivaldi_suonata_a_solo_facto_per_monsieur_pisendel_rv6,,,1,5468400,44.1,124,0.20242630385487528,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-vivaldi_suonata_a_solo_facto_per_monsieur_pisendel_rv6_MS2024.mat,classical,serenissima,
6,data/musicCorp/ismir04_genre/audio/evaluation/classical/paul_beier/alessandro_piccinini_intavolatura_di_liuto_libro_primo_(1623)/18-aria_ii_di_sarauanda_in_parte_variate.mp3,18-aria_ii_di_sarauanda_in_parte_variate,,,1,5292000,44.1,120,0.5645804988662132,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/18-aria_ii_di_sarauanda_in_parte_variate_MS2024.mat,classical,paul_beier,
7,data/musicCorp/ismir04_genre/audio/development/artist_40_album_4_track_1.mp3,artist_40_album_4_track_1,,,1,5292000,44.1,120,0.33328798185941044,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_40_album_4_track_1_MS2024.mat,classical,artist_40,
8,data/musicCorp/ismir04_genre/audio/development/artist_60_album_1_track_2.mp3,artist_60_album_1_track_2,,,1,5292000,44.1,120,0.08530612244897959,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_60_album_1_track_2_MS2024.mat,electronic,artist_60,
9,data/musicCorp/ismir04_genre/audio/training/rock/brad_sucks/i_don't_know_what_i'm_doing/9-overreacting.mp3,9-overreacting,,,1,5292000,44.1,120,0.025192743764172337,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-overreacting_MS2024.mat,rock_pop,brad_sucks,
10,data/musicCorp/ismir04_genre/audio/development/artist_16_album_1_track_1.mp3,artist_16_album_1_track_1,,,1,5468400,44.1,124,0.01834467120181406,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_16_album_1_track_1_MS2024.mat,classical,artist_16,
11,data/musicCorp/ismir04_genre/audio/evaluation/classical/new_york_consort_of_viols/dances_and_canzonas_of_holborne_and_brade/4-paduana_and_galliard_(brade).mp3,4-paduana_and_galliard_(brade),,,1,5468400,44.1,124,0.09673469387755101,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/4-paduana_and_galliard_(brade)_MS2024.mat,classical,new_york_consort_of_viols,
12,data/musicCorp/ismir04_genre/audio/development/artist_12_album_1_track_5.mp3,artist_12_album_1_track_5,,,1,4233600,44.1,96,0.5003854875283447,96,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_12_album_1_track_5_MS2024.mat,classical,artist_12,
13,data/musicCorp/ismir04_genre/audio/evaluation/world/solace/rhythm_of_the_dance/9-morroccan_6_8.mp3,9-morroccan_6_8,,,1,5292000,44.1,120,0.7047392290249433,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-morroccan_6_8_MS2024.mat,world,solace,
14,data/musicCorp/ismir04_genre/audio/evaluation/world/jamie_janover/evolutions/12-harbor_island.mp3,12-harbor_island,,,1,5292000,44.1,120,0.34249433106575966,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/12-harbor_island_MS2024.mat,world,jamie_janover,
15,data/musicCorp/ismir04_genre/audio/development/artist_35_album_2_track_4.mp3,artist_35_album_2_track_4,,,1,5468400,44.1,124,0.005192743764172335,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_35_album_2_track_4_MS2024.mat,classical,artist_35,
16,data/musicCorp/ismir04_genre/audio/training/classical/edward_martin/art_of_the_lute_in_renaissance/1-prelude_(phalese).mp3,1-prelude_(phalese),,,1,4057200,44.1,92,0.6616099773242631,88,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-prelude_(phalese)_MS2024.mat,classical,edward_martin,
17,data/musicCorp/ismir04_genre/audio/evaluation/classical/edward_martin/art_of_the_lute_in_renaissance/33-haulberroys_(attaingnant).mp3,33-haulberroys_(attaingnant),,,1,2293200,44.1,52,0.19090702947845806,44,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/33-haulberroys_(attaingnant)_MS2024.mat,classical,edward_martin,
18,data/musicCorp/ismir04_genre/audio/development/artist_28_album_2_track_1.mp3,artist_28_album_2_track_1,,,1,5292000,44.1,120,0.6330839002267574,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_28_album_2_track_1_MS2024.mat,classical,artist_28,
19,data/musicCorp/ismir04_genre/audio/evaluation/rock/williamson/a_few_things_to_hear_before_we_all_blow_up/1-2_percent_er.mp3,1-2_percent_er,,,1,5468400,44.1,124,0.004807256235827664,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-2_percent_er_MS2024.mat,rock_pop,williamson,
20,data/musicCorp/ismir04_genre/audio/development/artist_102_album_1_track_2.mp3,artist_102_album_1_track_2,,,1,5292000,44.1,120,0.17786848072562358,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_102_album_1_track_2_MS2024.mat,rock_pop,artist_102,
21,data/musicCorp/ismir04_genre/audio/evaluation/metal/atomic_opera/alpha_&_oranges/9-spinning.mp3,9-spinning,,,1,5292000,44.1,120,0.31777777777777777,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-spinning_MS2024.mat,metal_punk,atomic_opera,
22,data/musicCorp/ismir04_genre/audio/development/artist_122_album_4_track_1.mp3,artist_122_album_4_track_1,,,1,5292000,44.1,120,0.6319274376417233,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_122_album_4_track_1_MS2024.mat,world,artist_122,
23,data/musicCorp/ismir04_genre/audio/evaluation/classical/gleusteen_and_ordronneau/grieg_-_dvorak_-_franck/9-cesar_franck_sonata_for_violi.mp3,9-cesar_franck_sonata_for_violi,,,1,5292000,44.1,120,0.6965532879818594,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-cesar_franck_sonata_for_violi_MS2024.mat,classical,gleusteen_and_ordronneau,
24,data/musicCorp/ismir04_genre/audio/evaluation/electronic/strojovna_07/iii/7-prepation.mp3,7-prepation,,,1,5292000,44.1,120,0.37673469387755104,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-prepation_MS2024.mat,electronic,strojovna_07,
25,data/musicCorp/ismir04_genre/audio/training/world/solace/ahsas/3-circle_(5-8_6-8_7-8).mp3,3-circle_(5-8_6-8_7-8),,,1,5292000,44.1,120,0.8407936507936508,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-circle_(5-8_6-8_7-8)_MS2024.mat,world,solace,
26,data/musicCorp/ismir04_genre/audio/training/classical/elizabeth_wolff/moments_musicaux/7-moritz_moszkowski_-_3_moments.mp3,7-moritz_moszkowski_-_3_moments,,,1,5292000,44.1,120,0.8848979591836734,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-moritz_moszkowski_-_3_moments_MS2024.mat,classical,elizabeth_wolff,
27,data/musicCorp/ismir04_genre/audio/evaluation/classical/sonnerie/world_s_first_piano_concertos/7-johan_christian_bach_concerto_in_g_op._7_no.6_(1770).mp3,7-johan_christian_bach_concerto_in_g_op._7_no.6_(1770),,,1,5292000,44.1,120,0.44292517006802723,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-johan_christian_bach_concerto_in_g_op._7_no.6_(1770)_MS2024.mat,classical,sonnerie,
28,data/musicCorp/ismir04_genre/audio/development/artist_67_album_3_track_1.mp3,artist_67_album_3_track_1,,,1,5292000,44.1,120,0.04056689342403628,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_67_album_3_track_1_MS2024.mat,electronic,artist_67,
29,data/musicCorp/ismir04_genre/audio/training/classical/jacob_heringman_and_catherine/luis_milan_el_maestro/17-soneta_nova_angeleta_sovra_l'ale_accorta.mp3,17-soneta_nova_angeleta_sovra_l'ale_accorta,,,1,3880800,44.1,88,0.99,88,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/17-soneta_nova_angeleta_sovra_l'ale_accorta_MS2024.mat,classical,jacob_heringman_and_catherine,
30,data/musicCorp/ismir04_genre/audio/development/artist_40_album_5_track_2.mp3,artist_40_album_5_track_2,,,1,5292000,44.1,120,0.36968253968253967,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_40_album_5_track_2_MS2024.mat,classical,artist_40,
31,data/musicCorp/ismir04_genre/audio/training/world/drevo/christian_themes_in_ukrainian/12-our_watcher_show_us_the_way.mp3,12-our_watcher_show_us_the_way,,,1,5292000,44.1,120,0.7713151927437641,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/12-our_watcher_show_us_the_way_MS2024.mat,world,drevo,
32,data/musicCorp/ismir04_genre/audio/evaluation/jazz/chris_juergensen/prospects/2-when_love_greets_you.mp3,2-when_love_greets_you,,,1,5292000,44.1,120,0.13215419501133788,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/2-when_love_greets_you_MS2024.mat,jazz_blues,chris_juergensen,
33,data/musicCorp/ismir04_genre/audio/evaluation/classical/paul_beier/simone_molinaro_intavolatura_di_liuto_libro_primo_(1599)/15-saltarello_settimo.mp3,15-saltarello_settimo,,,1,2646000,44.1,60,0.8546938775510204,60,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/15-saltarello_settimo_MS2024.mat,classical,paul_beier,
34,data/musicCorp/ismir04_genre/audio/training/electronic/domased/return_back/3-warning_signal.mp3,3-warning_signal,,,1,5292000,44.1,120,0.45337868480725624,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-warning_signal_MS2024.mat,electronic,domased,
35,data/musicCorp/ismir04_genre/audio/development/artist_59_album_1_track_2.mp3,artist_59_album_1_track_2,,,1,5468400,44.1,124,0.007233560090702948,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_59_album_1_track_2_MS2024.mat,electronic,artist_59,
36,data/musicCorp/ismir04_genre/audio/development/artist_122_album_1_track_3.mp3,artist_122_album_1_track_3,,,1,5292000,44.1,120,0.5738548752834467,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_122_album_1_track_3_MS2024.mat,world,artist_122,
37,data/musicCorp/ismir04_genre/audio/development/artist_79_album_4_track_1.mp3,artist_79_album_4_track_1,,,1,5292000,44.1,120,0.04192743764172335,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_79_album_4_track_1_MS2024.mat,metal_punk,artist_79,
38,data/musicCorp/ismir04_genre/audio/evaluation/world/tim_rayborn/veils_of_light/7-maaz_zami.mp3,7-maaz_zami,,,1,5468400,44.1,124,0.9777324263038549,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-maaz_zami_MS2024.mat,world,tim_rayborn,
39,data/musicCorp/ismir04_genre/audio/evaluation/classical/music_of_the_spheres/music_of_the_spheres/3-schmelzer_sonata_iv_in_d_major.mp3,3-schmelzer_sonata_iv_in_d_major,,,1,5292000,44.1,120,0.42689342403628117,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-schmelzer_sonata_iv_in_d_major_MS2024.mat,classical,music_of_the_spheres,
40,data/musicCorp/ismir04_genre/audio/training/classical/phantasm/orlando_gibbons_consorts_for_viols/11-fantasia.mp3,11-fantasia,,,1,4762800,44.1,108,0.2039002267573696,108,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/11-fantasia_MS2024.mat,classical,phantasm,
41,data/musicCorp/ismir04_genre/audio/training/electronic/mr_epic/sideways/5-ruff_and_tumble.mp3,5-ruff_and_tumble,,,1,5468400,44.1,124,0.2546258503401361,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/5-ruff_and_tumble_MS2024.mat,electronic,mr_epic,
42,data/musicCorp/ismir04_genre/audio/development/artist_15_album_2_track_5.mp3,artist_15_album_2_track_5,,,1,5468400,44.1,124,0.7441043083900227,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_15_album_2_track_5_MS2024.mat,classical,artist_15,
43,data/musicCorp/ismir04_genre/audio/evaluation/classical/the_english_concert_with_trevor_pinnock/handel_tamerlano_act_ii/12-tamerlano_act_ii_track_12.mp3,12-tamerlano_act_ii_track_12,,,1,5292000,44.1,120,0.21219954648526076,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/12-tamerlano_act_ii_track_12_MS2024.mat,classical,english_concert_with_trevor_pinnock,
44,data/musicCorp/ismir04_genre/audio/training/world/solace/satya/4-bhaarat_(india).mp3,4-bhaarat_(india),,,1,5292000,44.1,120,0.8710430839002268,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/4-bhaarat_(india)_MS2024.mat,world,solace,
45,data/musicCorp/ismir04_genre/audio/evaluation/electronic/glen_bledsoe/octopants/1-beatknick.mp3,1-beatknick,,,1,5292000,44.1,120,0.132562358276644,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-beatknick_MS2024.mat,electronic,glen_bledsoe,
46,data/musicCorp/ismir04_genre/audio/development/artist_23_album_1_track_1.mp3,artist_23_album_1_track_1,,,1,4939200,44.1,112,0.7829478458049887,108,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_23_album_1_track_1_MS2024.mat,classical,artist_23,
47,data/musicCorp/ismir04_genre/audio/development/artist_27_album_1_track_5.mp3,artist_27_album_1_track_5,,,1,1234800,44.1,28,0.708140589569161,28,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_27_album_1_track_5_MS2024.mat,classical,artist_27,
48,data/musicCorp/ismir04_genre/audio/development/artist_32_album_1_track_4.mp3,artist_32_album_1_track_4,,,1,4762800,44.1,108,0.3296825396825397,108,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_32_album_1_track_4_MS2024.mat,classical,artist_32,
49,data/musicCorp/ismir04_genre/audio/development/artist_40_album_1_track_3.mp3,artist_40_album_1_track_3,,,1,5644800,44.1,128,0.8508843537414966,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_40_album_1_track_3_MS2024.mat,classical,artist_40,
50,data/musicCorp/ismir04_genre/audio/development/artist_55_album_1_track_2.mp3,artist_55_album_1_track_2,,,1,5292000,44.1,120,0.04204081632653061,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_55_album_1_track_2_MS2024.mat,electronic,artist_55,
51,data/musicCorp/ismir04_genre/audio/evaluation/metal/skitzo/hellavator_musick/5-euthanize_tunnel_zone.mp3,5-euthanize_tunnel_zone,,,1,3704400,44.1,84,0.7374149659863946,84,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/5-euthanize_tunnel_zone_MS2024.mat,metal_punk,skitzo,
52,data/musicCorp/ismir04_genre/audio/development/artist_67_album_2_track_2.mp3,artist_67_album_2_track_2,,,1,5292000,44.1,120,0.025782312925170067,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_67_album_2_track_2_MS2024.mat,electronic,artist_67,
