,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender
0,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_22830976.mp3,common_voice_rw_22830976,Kinyarwanda,1,1,192000,48,4,0.5004375,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_22830976_MS2024.mat,4a5beaf52d34634cab9976f5200cf4046804d103245393943ab71ef780f89c978c143328e574b336e5c0e5c158914e1f42788e064de0b64d3f0c72f089bb4a1f,female
1,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24244337.mp3,common_voice_rw_24244337,Kinyarwanda,1,1,128000,32,4,0.75334375,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24244337_MS2024.mat,a9d725f7d3f74ddb53a3941fca16da872d0e9d5e870c31261ab820f8c08dd4b9f0ad696d139935af93b23dda0c5168b49a35a5a964f0911f50494b67d8c08c35,male
2,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_22992272.mp3,common_voice_rw_22992272,Kinyarwanda,1,1,192000,48,4,0.6930208333333333,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_22992272_MS2024.mat,a34eea4f782746d99710383c0f8beca1f0229670f35819fe3e94831afac78f3906e989b658abf8c26a1dd1c717cbdb4e1b6eb51c92c14d6642080b801a00c5e8,female
3,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24451121.mp3,common_voice_rw_24451121,Kinyarwanda,1,1,256000,32,8,0.2774375,8,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24451121_MS2024.mat,d23dffde9f7b97ffdf871d4a5e09e97b72938a2eb8ce0eaa546b52ef5a0a927460b65474af2a7ed65da2a0e66295c22d935b49fcda8b72c2d3ce80628a49231e,male
4,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24914542.mp3,common_voice_rw_24914542,Kinyarwanda,1,1,128000,32,4,0.215875,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24914542_MS2024.mat,b4c104d812549b838312f30ed77b3ebd5cca8107bb616757e85d2c118c7cbe26f98e5d09350e7d38a267bce4709c1720c062f8bf37320021e9f9ba40dd82eff5,female
5,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24555904.mp3,common_voice_rw_24555904,Kinyarwanda,1,1,256000,32,8,0.41940625,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24555904_MS2024.mat,99eb98ebbf6d4b066038c411b3a3280c575a74f64294164de985a7ccf1ab6bea5dabc770a384eadd659789a36b8bdddea556de13d3eee324a8e0013bd59d5896,female
6,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24641981.mp3,common_voice_rw_24641981,Kinyarwanda,1,1,128000,32,4,0.18740625,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24641981_MS2024.mat,dc6bc37b39ff74d2973bbebfed2ac2044e6598b284b1ab84c25fee04df36798b6c1b379e39e17077b3f32ccfc7beba0560df8581b4c1104e3e0be23a61a56556,
7,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_23024161.mp3,common_voice_rw_23024161,Kinyarwanda,1,1,192000,48,4,0.9237708333333333,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_23024161_MS2024.mat,1b7ec68777c6a2ad555f19f69df9d8ccfd508b133ad15e9f3ca2a409e10da4078e5a0fada30a8d2fac0b9a96114cc8d35a0fa32157faaf4cd48a3d3b8b192c02,female
8,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_23402929.mp3,common_voice_rw_23402929,Kinyarwanda,1,1,192000,48,4,0.42352083333333335,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_23402929_MS2024.mat,2f530b029ea5e177b3e7ca9e002ef3c6607ed8550c7e771a255d027f4efe1a15e5ed062d61782ddd65690424573478b8da5d995c0a48b9b8903258f98d4c22c7,female
9,data/speechCorp/MozillaCommonVoice/rw/clips/common_voice_rw_24644510.mp3,common_voice_rw_24644510,Kinyarwanda,1,1,128000,32,4,0.21278125,4,MozillaCommonVoice/rw,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/rw/common_voice_rw_24644510_MS2024.mat,57f285edaa261e596d441aeb9eb42a70e33a35dcb4f620f8e9ed39edb5b29c774817c99ee4ee7ac6b0dd854451213de93294475b6a919f3c5cdee39634fb89a8,female
