,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender
0,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_26191249.mp3,common_voice_th_26191249,Thai,1,1,128000,32.0,4,0.63003125,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_26191249_MS2024.mat,f6ea8fea0fb9947b878d2625f04a6b8f4e6a50577a907136f525367b2e4b6dcb0a14bb62e68d2e822868740a13a0ae11d43d85a632234e41a69819e8f616c1e7,female
1,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25694255.mp3,common_voice_th_25694255,Thai,1,1,128000,32.0,4,0.7543125,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25694255_MS2024.mat,36cd0922d9f1553db93b321a00236e420f05c1af0b3289c80db44688c623d1bf877f973bf0a9ff5e7bc2a00a09df77967c79e6ee592cecd2da64ae1f3164cf24,
2,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25682375.mp3,common_voice_th_25682375,Thai,1,1,128000,32.0,4,0.92059375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25682375_MS2024.mat,16a167cb1edd0b6f672ae6025eff8bab29cb8c08601901eee28f42b6c297e74979bcd2e20affbbc2738511607764cdde755a485aaba1bc4371defbdacf698ec5,
3,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_23655960.mp3,common_voice_th_23655960,Thai,1,1,192000,48.0,4,0.8664375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_23655960_MS2024.mat,2e88003fba45e285e312a0993ec3ef1e119c0d508218020d0193af5906bdf471adafffb0eb280dd9a33476a1cda43083c29faf08d609ea5bf3b9c77962d1ef86,male
4,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25904589.mp3,common_voice_th_25904589,Thai,1,1,128000,32.0,4,0.3196875,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25904589_MS2024.mat,765ddb5b81ef7881ddadd9c2d01f0a368270cf136bb40709cc54dfb0ac7b5eceb9992064a9c4cb70e976dd2345a1ddfd87701c3bdae4d2a41febb10d7303bbc9,male
5,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_28731316.mp3,common_voice_th_28731316,Thai,1,1,128000,32.0,4,0.67009375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_28731316_MS2024.mat,959f3562aa67964ce0cc3fbb42c7bcbc31c3f37ca447c5ab42d5f47a501966a7bdc7f353c0abbe8479382375d8f8b8c922953b320184416df925448da2ea5e44,male
6,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_26105473.mp3,common_voice_th_26105473,Thai,1,1,128000,32.0,4,0.64871875,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_26105473_MS2024.mat,79e1c16f109709cef324603d132e0246ed7302f0c71f79a5f7da0513dc02a00e74a3d2506d7997f4fe681dba7fe3c9b783217271db4e7e60bbe79d11b1e81af0,female
7,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_27628799.mp3,common_voice_th_27628799,Thai,1,1,256000,32.0,8,0.38940625,8,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_27628799_MS2024.mat,765ddb5b81ef7881ddadd9c2d01f0a368270cf136bb40709cc54dfb0ac7b5eceb9992064a9c4cb70e976dd2345a1ddfd87701c3bdae4d2a41febb10d7303bbc9,male
8,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25711522.mp3,common_voice_th_25711522,Thai,1,1,128000,32.0,4,0.6175,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25711522_MS2024.mat,59cf6e2f928160f5d12ec65cde59debe06ced7ee6bb95e8629bbeed5076cca2c58bc52acf55422bf1acfd3965d04fd462d9d0d3f677388c9b4dd7879e5272904,male
9,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_24736401.mp3,common_voice_th_24736401,Thai,1,1,128000,32.0,4,0.423625,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_24736401_MS2024.mat,d9d12f92af50d9a9c16be5d097d3c6a5dbda7c5557fcf3b54b6f216c7f4b438c490631842e4eb508feaae5b0fa64e0e354f29e00dbc2d319f6ddc62a7fd6bf8c,male
10,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25932291.mp3,common_voice_th_25932291,Thai,1,1,128000,32.0,4,0.495375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25932291_MS2024.mat,765ddb5b81ef7881ddadd9c2d01f0a368270cf136bb40709cc54dfb0ac7b5eceb9992064a9c4cb70e976dd2345a1ddfd87701c3bdae4d2a41febb10d7303bbc9,male
11,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_26112250.mp3,common_voice_th_26112250,Thai,1,1,128000,32.0,4,0.8335625,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_26112250_MS2024.mat,8896982c5548fb380d601caad06c829780b931fc95aa28137d56271b34e1c83a4d5c932c304e67600e761704207e246c16b741ef446f6416879f77e4f10c5a2e,male
12,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_31394899.mp3,common_voice_th_31394899,Thai,1,1,128000,32.0,4,0.62928125,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_31394899_MS2024.mat,5c00cfb1fc9b0f86601d82194d83cfb940c3a25c8bc5167daf3f918498b3e39d2bf28cc234abeb7d12b98bb111c3521018023e4665ae4a4c9541ecd6b80d65ec,
13,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_26650870.mp3,common_voice_th_26650870,Thai,1,1,256000,32.0,8,0.7244375,8,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_26650870_MS2024.mat,132b4f09f2e98682330263cbdc60038723baed274d48cc89edb6e96ed3aa4506933afac4fca8ee8f1fab3f170079c784b6d67bb8dbb0393ca02bddb0b7fc1578,male
14,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_27578433.mp3,common_voice_th_27578433,Thai,1,1,128000,32.0,4,0.38109375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_27578433_MS2024.mat,765ddb5b81ef7881ddadd9c2d01f0a368270cf136bb40709cc54dfb0ac7b5eceb9992064a9c4cb70e976dd2345a1ddfd87701c3bdae4d2a41febb10d7303bbc9,male
15,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_25670682.mp3,common_voice_th_25670682,Thai,1,1,128000,32.0,4,0.76884375,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_25670682_MS2024.mat,5fd4029ac1ea95099879cbe0eb8a2800681c7e58848e699bcfd8355b42609396b668fac4738058963f37e64f9ec7eaa2cf8edef3e2e4b7f3719b38a4b6f6ffd7,
16,data/speechCorp/MozillaCommonVoice/th/clips/common_voice_th_23672271.mp3,common_voice_th_23672271,Thai,1,1,192000,48.0,4,0.7255,4,MozillaCommonVoice/th,STM_output/MATs/speech_mat_wl4_MozillaCommonVoice/th/common_voice_th_23672271_MS2024.mat,39157ec58c87fa587034c5689012cf52c3e1f985dd26bc772a98d433dd349c18930a74feb440c1ff98406626b894b56eb55220d9d5885bb41bb19479025e0f44,
